epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
155,8678.34,1.56679,1.11558,0.91532,0.41493,0.31558,0.30941,0.17427,1.49289,1.07931,0.9082,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
156,8818.8,1.56364,1.1075,0.9131,0.41414,0.32113,0.31299,0.17666,1.49013,1.07469,0.90859,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
157,9127.45,1.5702,1.10869,0.91344,0.41317,0.31617,0.31214,0.17736,1.49441,1.07948,0.90863,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
158,9267.84,1.56267,1.10613,0.91428,0.4078,0.32364,0.31548,0.17806,1.49162,1.07214,0.90802,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
159,9407.27,1.56119,1.10139,0.9122,0.41011,0.32269,0.31459,0.17778,1.4836,1.07145,0.90699,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
160,9550.85,1.55688,1.10054,0.91304,0.41515,0.32056,0.31484,0.17797,1.48407,1.07118,0.90637,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
161,9721.51,1.55161,1.09942,0.91134,0.41218,0.32878,0.3188,0.18042,1.47939,1.06724,0.90679,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
162,9859.84,1.55314,1.09725,0.91307,0.42359,0.31876,0.31533,0.17966,1.47692,1.06545,0.9061,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
163,10000.1,1.54736,1.09144,0.91173,0.4114,0.32669,0.31632,0.17911,1.47854,1.06675,0.90606,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
164,10141.8,1.55726,1.09528,0.91151,0.42661,0.3185,0.31701,0.17984,1.48172,1.0647,0.90604,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
165,10282.3,1.54974,1.09039,0.911,0.41848,0.32189,0.31814,0.17911,1.48265,1.06339,0.906,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
166,10426.3,1.54745,1.09026,0.91118,0.42709,0.3178,0.3178,0.18042,1.48261,1.06276,0.9055,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
167,10569.9,1.55339,1.09037,0.91031,0.41796,0.32185,0.31796,0.18061,1.47782,1.06396,0.90581,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
168,10712.1,1.54262,1.08443,0.90806,0.4303,0.32562,0.32133,0.18195,1.47385,1.05811,0.90426,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
169,10855.0,1.5397,1.0813,0.91023,0.42313,0.32283,0.31933,0.18098,1.47347,1.0611,0.90503,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
170,10997.4,1.53325,1.0749,0.90933,0.42449,0.323,0.32005,0.18164,1.47482,1.06042,0.90463,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
171,11139.7,1.53071,1.07048,0.9063,0.42878,0.32296,0.32036,0.18286,1.47262,1.05628,0.90407,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
172,11282.3,1.53768,1.07574,0.90842,0.42656,0.32694,0.32328,0.18368,1.47079,1.05497,0.90423,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
173,11425.3,1.52951,1.06955,0.90596,0.42292,0.32195,0.3214,0.18391,1.46858,1.05357,0.90241,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
174,11567.1,1.53277,1.07027,0.90621,0.41953,0.32476,0.32221,0.18306,1.47138,1.05761,0.90365,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
175,11711.0,1.52779,1.06926,0.90589,0.42469,0.32502,0.32246,0.18355,1.47125,1.05591,0.90371,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
176,11855.0,1.52869,1.06898,0.90665,0.41782,0.32794,0.32128,0.18301,1.47116,1.05773,0.90347,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
177,11997.4,1.53666,1.07302,0.90607,0.42081,0.32965,0.3225,0.1832,1.47327,1.05586,0.90366,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
178,12140.1,1.53496,1.06889,0.90454,0.43392,0.32465,0.32353,0.18425,1.4738,1.05401,0.90343,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
179,12284.3,1.51832,1.06021,0.90449,0.42853,0.32626,0.3247,0.18489,1.47221,1.05435,0.90348,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
180,12428.5,1.51841,1.05413,0.90577,0.42757,0.32541,0.32545,0.18486,1.47162,1.05503,0.90425,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
181,12572.6,1.51421,1.05521,0.90386,0.42503,0.32783,0.32396,0.18351,1.47038,1.05223,0.90337,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
182,12715.6,1.52076,1.05939,0.90441,0.42698,0.32483,0.32321,0.18382,1.47052,1.05226,0.90334,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
183,12858.2,1.52191,1.05812,0.90408,0.42366,0.32949,0.32354,0.18444,1.47124,1.05358,0.9031,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
184,13004.6,1.51566,1.05228,0.90412,0.42039,0.33054,0.32366,0.18487,1.47088,1.0537,0.90333,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
185,13151.9,1.50891,1.04957,0.9037,0.43084,0.32828,0.32299,0.1843,1.4712,1.05507,0.90255,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
186,13297.0,1.52152,1.05607,0.90162,0.43145,0.32815,0.3242,0.18482,1.46972,1.05277,0.90305,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
187,13439.8,1.50744,1.04137,0.90136,0.43126,0.3277,0.3242,0.18507,1.46932,1.05134,0.90273,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
188,155.392,1.51144,1.04427,0.90184,0.43477,0.32642,0.32495,0.18576,1.46829,1.052,0.90248,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
189,296.283,1.4995,1.03789,0.90162,0.42702,0.32866,0.32477,0.18601,1.46864,1.05138,0.90227,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
190,434.622,1.50087,1.03655,0.90166,0.42822,0.32634,0.32391,0.18578,1.46863,1.05221,0.90217,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
191,815.744,1.46129,1.01269,0.90431,0.4221,0.32875,0.32433,0.18519,1.47251,1.05391,0.90298,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
192,941.825,1.45357,1.00086,0.90238,0.42713,0.32396,0.32489,0.18509,1.47398,1.05168,0.90396,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
193,1066.62,1.44254,0.99194,0.90218,0.43112,0.32405,0.3239,0.18502,1.47509,1.05166,0.90371,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
194,1192.63,1.44471,0.99096,0.90096,0.42943,0.32442,0.32416,0.18521,1.47399,1.05278,0.90379,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
195,1326.41,1.43986,0.98905,0.90127,0.43212,0.32368,0.32399,0.18517,1.47168,1.05255,0.90365,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
196,1451.0,1.4348,0.98292,0.90078,0.4338,0.32357,0.32406,0.18467,1.47359,1.05249,0.904,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
197,1575.29,1.43507,0.98312,0.90035,0.4323,0.32375,0.32464,0.18497,1.47357,1.05315,0.90388,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
198,1700.25,1.44088,0.98433,0.90001,0.43361,0.32312,0.32444,0.185,1.47134,1.05337,0.90317,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
199,1823.9,1.43387,0.97632,0.89889,0.43772,0.32253,0.32395,0.18506,1.47206,1.05377,0.90297,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
200,1948.43,1.42813,0.97312,0.89847,0.44256,0.32339,0.32445,0.18543,1.47233,1.05335,0.90311,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
201,163.122,1.49365,1.02883,0.89839,0.43077,0.31698,0.31891,0.18123,1.49415,1.07397,0.90858,0.000237706,0.000237706,0.000237706,,,,,
202,305.809,1.51139,1.05715,0.90459,0.42377,0.32235,0.31306,0.17503,1.50666,1.0809,0.909,0.000466287,0.000466287,0.000466287,,,,,
203,563.747,1.5311,1.0776,0.90862,0.41323,0.32041,0.31296,0.17728,1.49844,1.09465,0.90824,0.000685443,0.000685443,0.000685443,,,,,
204,701.057,1.53224,1.08135,0.90912,0.40773,0.31982,0.31067,0.17516,1.50416,1.09475,0.90897,0.000671588,0.000671588,0.000671588,,,,,
205,975.939,1.53438,1.0829,0.90799,0.42615,0.31642,0.3159,0.1767,1.50209,1.08829,0.90863,0.000657451,0.000657451,0.000657451,,,,,
206,1114.85,1.54823,1.08655,0.90836,0.41421,0.31783,0.3063,0.17293,1.4998,1.08951,0.90817,0.000643314,0.000643314,0.000643314,,,,,
207,1255.82,1.53912,1.08589,0.90894,0.40837,0.32323,0.31213,0.174,1.49942,1.09062,0.90819,0.000629177,0.000629177,0.000629177,,,,,
208,1393.95,1.53766,1.08462,0.90875,0.42058,0.32447,0.31754,0.17947,1.49162,1.0743,0.90755,0.00061504,0.00061504,0.00061504,,,,,
209,1526.28,1.52853,1.07731,0.9082,0.42027,0.31906,0.31735,0.17723,1.49259,1.08339,0.90736,0.000600902,0.000600902,0.000600902,,,,,
210,1660.59,1.52512,1.07307,0.90738,0.41154,0.32412,0.31342,0.176,1.49388,1.07656,0.90832,0.000586765,0.000586765,0.000586765,,,,,
211,1908.35,1.52867,1.06915,0.9044,0.42353,0.31911,0.31675,0.17986,1.48692,1.0685,0.90477,0.000572628,0.000572628,0.000572628,,,,,
212,2041.28,1.53461,1.07458,0.90722,0.42151,0.32112,0.31647,0.1784,1.49862,1.07579,0.90895,0.000558491,0.000558491,0.000558491,,,,,
213,2175.64,1.53303,1.07363,0.9066,0.4329,0.31334,0.31172,0.17819,1.48701,1.07619,0.90581,0.000544354,0.000544354,0.000544354,,,,,
214,2310.37,1.51729,1.06448,0.90581,0.42024,0.33116,0.32101,0.18165,1.48109,1.06612,0.9043,0.000530216,0.000530216,0.000530216,,,,,
215,2447.52,1.53346,1.07001,0.90363,0.40994,0.33303,0.3199,0.181,1.49119,1.07121,0.90623,0.000516079,0.000516079,0.000516079,,,,,
216,2581.61,1.51857,1.0619,0.9052,0.41229,0.32513,0.31986,0.18025,1.48044,1.06923,0.90726,0.000501942,0.000501942,0.000501942,,,,,
217,2716.66,1.52435,1.06735,0.90441,0.42285,0.32236,0.31873,0.17997,1.48676,1.06973,0.90552,0.000487805,0.000487805,0.000487805,,,,,
218,2850.72,1.51727,1.05647,0.90383,0.41104,0.32061,0.31264,0.17916,1.48858,1.06878,0.90551,0.000473668,0.000473668,0.000473668,,,,,
219,2984.05,1.51576,1.05883,0.90527,0.42705,0.3292,0.3201,0.18113,1.48392,1.06852,0.90455,0.00045953,0.00045953,0.00045953,,,,,
220,3118.66,1.51296,1.05597,0.90362,0.43516,0.32347,0.32191,0.18127,1.4869,1.06625,0.90701,0.000445393,0.000445393,0.000445393,,,,,
221,3253.8,1.52433,1.05998,0.90423,0.428,0.3213,0.31803,0.18034,1.48338,1.06715,0.90644,0.000431256,0.000431256,0.000431256,,,,,
222,3387.72,1.51649,1.04897,0.90292,0.42108,0.32824,0.32247,0.18262,1.48192,1.0641,0.90562,0.000417119,0.000417119,0.000417119,,,,,
223,3522.26,1.50595,1.04747,0.90396,0.41678,0.33201,0.32038,0.18127,1.47408,1.06398,0.905,0.000402982,0.000402982,0.000402982,,,,,
224,3654.62,1.51326,1.04835,0.90281,0.42959,0.3271,0.32417,0.18463,1.47296,1.06235,0.90494,0.000388844,0.000388844,0.000388844,,,,,
225,3789.07,1.50023,1.03881,0.90323,0.42315,0.32723,0.32459,0.18427,1.4743,1.05813,0.90452,0.000374707,0.000374707,0.000374707,,,,,
226,3949.72,1.50833,1.0469,0.90181,0.43415,0.32551,0.32313,0.1827,1.47993,1.06023,0.90517,0.00036057,0.00036057,0.00036057,,,,,
227,4089.17,1.5166,1.04357,0.90043,0.4277,0.33046,0.32653,0.18526,1.47359,1.05718,0.90319,0.000346433,0.000346433,0.000346433,,,,,
228,4224.27,1.50765,1.04203,0.90011,0.43134,0.33232,0.3239,0.18276,1.47237,1.05967,0.90452,0.000332296,0.000332296,0.000332296,,,,,
229,4360.01,1.49967,1.03439,0.90029,0.42,0.32642,0.32382,0.1838,1.47463,1.05565,0.9033,0.000318158,0.000318158,0.000318158,,,,,
230,4492.04,1.5076,1.03953,0.89983,0.43183,0.334,0.32939,0.18598,1.47322,1.0545,0.90391,0.000304021,0.000304021,0.000304021,,,,,
231,4626.63,1.50406,1.03986,0.90109,0.42063,0.32859,0.32339,0.18351,1.47114,1.05548,0.90288,0.000289884,0.000289884,0.000289884,,,,,
232,4755.74,1.51129,1.03883,0.89901,0.42287,0.32721,0.32245,0.18241,1.47104,1.05536,0.90222,0.000275747,0.000275747,0.000275747,,,,,
233,4880.81,1.50531,1.0335,0.90056,0.4349,0.3271,0.32428,0.18329,1.47238,1.0527,0.90236,0.00026161,0.00026161,0.00026161,,,,,
234,5011.17,1.51364,1.03443,0.89894,0.44609,0.32119,0.32355,0.18504,1.46791,1.05465,0.90236,0.000247472,0.000247472,0.000247472,,,,,
235,5136.2,1.5035,1.03242,0.89917,0.4378,0.33054,0.32625,0.18506,1.47244,1.04746,0.90216,0.000233335,0.000233335,0.000233335,,,,,
236,5260.75,1.49507,1.02902,0.89998,0.43634,0.3269,0.32478,0.18472,1.47166,1.0513,0.90282,0.000219198,0.000219198,0.000219198,,,,,
237,5389.05,1.49074,1.02605,0.89961,0.42765,0.33146,0.32511,0.18524,1.46864,1.0496,0.90181,0.000205061,0.000205061,0.000205061,,,,,
238,5513.78,1.49016,1.02138,0.89834,0.43768,0.33062,0.3277,0.186,1.47057,1.05089,0.90339,0.000190924,0.000190924,0.000190924,,,,,
239,5638.8,1.49267,1.024,0.89724,0.43988,0.33271,0.32864,0.18664,1.46805,1.04945,0.90187,0.000176786,0.000176786,0.000176786,,,,,
240,5763.4,1.48868,1.02105,0.89851,0.43375,0.33285,0.32951,0.1875,1.46732,1.04644,0.90189,0.000162649,0.000162649,0.000162649,,,,,
241,5910.09,1.44639,0.98919,0.89977,0.4283,0.33459,0.32699,0.18534,1.47688,1.05098,0.90411,0.000148512,0.000148512,0.000148512,,,,,
242,6354.29,1.43497,0.97756,0.89792,0.42869,0.33027,0.32474,0.18342,1.48113,1.05515,0.90422,0.000134375,0.000134375,0.000134375,,,,,
243,6471.68,1.43364,0.97804,0.89865,0.42912,0.32969,0.32425,0.18402,1.4744,1.05075,0.90239,0.000120238,0.000120238,0.000120238,,,,,
244,6588.2,1.43218,0.97716,0.89885,0.42718,0.32284,0.32352,0.18473,1.47256,1.05614,0.90257,0.0001061,0.0001061,0.0001061,,,,,
245,6706.45,1.43048,0.97167,0.89812,0.42684,0.33091,0.32669,0.18607,1.46759,1.04723,0.9013,9.19632e-05,9.19632e-05,9.19632e-05,,,,,
246,6825.06,1.42744,0.96636,0.89675,0.42771,0.32851,0.32435,0.18464,1.47397,1.05234,0.90264,7.7826e-05,7.7826e-05,7.7826e-05,,,,,
247,6942.07,1.43135,0.97019,0.89473,0.42026,0.33261,0.32554,0.18539,1.46954,1.0455,0.90184,6.36888e-05,6.36888e-05,6.36888e-05,,,,,
248,7060.25,1.42419,0.96165,0.89546,0.42803,0.32762,0.3251,0.18583,1.46924,1.04754,0.90186,4.95516e-05,4.95516e-05,4.95516e-05,,,,,
249,7178.32,1.43105,0.96565,0.89546,0.43248,0.32718,0.32608,0.18598,1.46975,1.04765,0.90182,3.54144e-05,3.54144e-05,3.54144e-05,,,,,
250,7295.74,1.42507,0.96236,0.89603,0.42698,0.33231,0.32616,0.18593,1.47075,1.04931,0.90162,2.12772e-05,2.12772e-05,2.12772e-05,,,,,
